geneID	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_03322	81	42	10	29	13	19.124
RUMHYD_03323	211	171.281	45	93.741	43	71.696
RUMHYD_03324	178	155.719	79	35.259	27	40.304
RUMHYD_03325	51	52.096	8	16	6	13
RUMHYD_03326	685.802	660.151	175	183.144	146.559	199
RUMHYD_03327	1020.198	878.753	356	405.856	147.441	259
RUMHYD_03328	217	208	80	74.736	78	135
RUMHYD_03329	253	153	73	119.264	61	134.514
RUMHYD_03330	1368	1072	257	501	280	433.486
RUMHYD_03331	27	24	15	25	4	164
RUMHYD_03332	48	50	8	27.647	10	62.512
RUMHYD_03333	3	0	0	9.353	7	40.889
RUMHYD_03334	9	6	7	16	0	26.665
RUMHYD_03335	641	618.334	142	274	196	161.096
RUMHYD_03336	380.057	328	73	105	58	126.838
RUMHYD_03337	351.478	323.117	106	138.897	134.628	173.746
RUMHYD_03338	955.522	842.883	247	272.103	268.372	264.609
RUMHYD_03339	586	442.98	116	133	138	109.645
RUMHYD_03340	334.807	270.844	123	70.849	71	48
RUMHYD_03341	26	29	6	11	0	4
RUMHYD_03342	1288.646	1288.093	361.939	260.16	159	212.45
RUMHYD_03343	745.384	641.083	226.061	146.991	135	101.55
RUMHYD_03344	449.678	363.153	165.655	95.462	57.56	122
RUMHYD_03345	232.484	272.847	57.345	82.538	32.44	81
RUMHYD_03346	132.012	120	31	54.58	48	21.166
RUMHYD_03347	57.988	37	4	16.42	7	38.834
RUMHYD_03348	98	102	21	65	38	116.491
RUMHYD_03349	100	87	12	38.11	32	53.827
RUMHYD_03350	179	147	38	169.055	103.989	233.68
RUMHYD_03351	179	170	42	74.835	44.011	47.002
RUMHYD_03352	168	179	46	56.001	51	68
RUMHYD_03353	23	11.994	0	7	13	6
RUMHYD_03354	973.555	788.006	294	242.999	196	226.771
RUMHYD_03355	30.445	38	20.464	16	11	17.229
RUMHYD_03356	198	191.997	52.536	37	40	98
RUMHYD_03357	94.867	71.685	1	13	21	29.271
RUMHYD_03358	354.133	335.012	62	134	78	127.742
RUMHYD_03359	996	760.306	331	317	195	309.987
RUMHYD_03360	614	125	82	300	168	130
RUMHYD_03361	201.179	73.849	33	160.35	76.276	117.947
RUMHYD_03362	170.785	258.857	78	146	77.724	107.053
RUMHYD_03363	84.951	51.014	22	28.523	9	71
RUMHYD_03364	25.049	22.01	17	10.477	1	8
RUMHYD_03365	1	0	0	0	0	0
RUMHYD_03366	54502.898	60126.777	23810.274	24008	21827	20080
RUMHYD_03930	867	641	410.811	47	59	91
RUMHYD_03931	0	0	0	0	0	1
RUMHYD_03932	0	0	0	0	0	0
RUMHYD_03933	34.997	30.536	30	1	1	65
