geneID	bh_t14_A	bh_t14_B	bh_t14_C	bh_t32_A	bh_t32_B	bh_t32_C	bh_t72_A	bh_t72_B	bh_t72_C
RUMHYD_00912	751	835	568	419	222	529	10	11	18
RUMHYD_00913	48	29	34	86	88	55	27	31	131.289
RUMHYD_00914	10579	12465	10912	3893.687	3642.663	3298	626	512	569.711
RUMHYD_00915	7641	12803	12470	5416.313	2954.337	5971	534.507	314	489.001
RUMHYD_00916	1495	1174	1262	1113.649	1127.845	1443.568	113.166	84	92.718
RUMHYD_00917	1479	2317	1881	2712.351	2868.155	3593.543	325.326	219	337.281
RUMHYD_00918	30	56	65	45.82	69.339	64	8	10	42.822
RUMHYD_00919	277	915	523	683.18	839.518	1104	102.777	18	39.178
RUMHYD_00920	11635	20512	18538	10192.502	9581.979	13957	952.223	490	837
RUMHYD_00921	2083	3647	3439	3048.262	3077.918	5372.375	190	112	185.25
RUMHYD_00922	5944	6422	7091	9310.602	9747.959	13554.872	409.646	328	364.75
RUMHYD_00923	5503	8829	8180	4837.475	2731.357	4350.754	371.354	169	325.632
RUMHYD_00924	627.318	1028.505	930	3223.304	1854.627	4199.529	161.409	126	170.368
RUMHYD_00925	3447.682	3046.495	2369	12028.719	6216.373	13326.512	376.591	288	291
RUMHYD_00926	33236	40800	40330	5986	1681	6650	1026	573	372
RUMHYD_00927	37380	33819	30243	39682.95	13550	51677.159	1600.769	1063	991
RUMHYD_00928	218	353	249	321	95	348	30.231	9.809	58
RUMHYD_00929	104	66	78	348	163	103	24	2.191	159
RUMHYD_00930	1450	1918	1407	6018	3501.003	5331	298	214	264
RUMHYD_00931	13	7	0	23	12	19	1	5	72.045
RUMHYD_00932	16	6	10	6	0	13	4	1	16.955
RUMHYD_00933	205	238	193	323	330	502	39	22	63.609
RUMHYD_00934	117	89	110	323.837	352.086	341.37	33	29	145.759
RUMHYD_03367	116	134	118	366	239	285	67	44	125
RUMHYD_03368	231	175	160	4446	2993	3243	56	39	57
RUMHYD_03369	0	28	30	43	17	21	3	6	7
RUMHYD_03370	442	424	382	1511	1754	1703.459	137	87	229.303
RUMHYD_03371	993	597	740	1526	2078	1969.541	167	131	77.697
RUMHYD_03372	1060	1457	1202	4415	5160.22	6322.974	177	132	265
RUMHYD_03373	871	1222	1011	2304	2891.078	3058	162	219	256
RUMHYD_03374	486	501	293	961	1109.702	969	101	65	165
RUMHYD_03375	24	23	23	219.61	24	73	10	6	78.099
RUMHYD_03376	14	16	3	270.39	27	104.231	12	19	109.901
RUMHYD_03377	0	12	11	254	32	138.769	8	8	42
RUMHYD_03378	23	84	25	1767	253	846	79	63	161
RUMHYD_03379	0	0	0	3	0	0	0	0	9
RUMHYD_03380	0	2	0	6	0	0	0	0	5
RUMHYD_03381	39	604	52	3478	444	1276	284	178	237
RUMHYD_03382	136	2442	370	10305.895	2436	6449	958	529	188
RUMHYD_03383	0	0	0	0	0	0	0	0	0
RUMHYD_03384	199	294	337	1037	989	959	212	51	183
RUMHYD_03385	160	296	149	944	883	934	71	36	103
RUMHYD_03386	404	292	274	5637.969	1233	3079	119	105	393
RUMHYD_03387	0	0	0	0	0	2	4	6	35
RUMHYD_03388	542	636	518	6257	3668	4543	160	79	286
RUMHYD_03389	475	533	512	2312	3173	3137	236	92	574
RUMHYD_03390	0	1	0	0	0	0	0	0	4
RUMHYD_03391	275	126	75.91	288.277	161.111	116.986	10	21	30
RUMHYD_03392	182	127	102.09	659.57	368.126	433.737	60	32	56
RUMHYD_03393	751	487	559	1724.153	907.764	923.277	174	134	166.638
RUMHYD_03394	964	1002	1177	2680	2221.072	1960	339	145	418.362
RUMHYD_03395	529	423	661	434	334.928	301	74	39	130
RUMHYD_03396	1756	3219	3135	5064.503	4251.005	5133	842.497	372	413.341
RUMHYD_03397	1282	1518	1042	3227.497	2556.998	3683	525.632	255	361.069
RUMHYD_03398	1359	1314	1293	3697	3593.997	2834	964.645	342	454.59
RUMHYD_03399	30	212	112	322	326	256	92.227	22	127
RUMHYD_03401	11575	7727	8808	22325.458	44307	15895	10092	4378	6385.901
RUMHYD_03402	14040	12320	11229	3805	3040	3011	1178	520	606.099
RUMHYD_03403	95	91	198	44	53	32	0	4	13
RUMHYD_03404	10671	11751	10154	3388	2698	2474	1127	253	211
RUMHYD_03405	187	467	265	1804	1204	1952	127	52	160.528
RUMHYD_03406	696	419	531	1739	1209	1435	299	77	248.472
RUMHYD_03407	0	5	4	54	16	50	2	0	3
RUMHYD_03408	246	332	390	1653	1524	1075	226	137	275
RUMHYD_03409	225	866	778	323	618.689	676	233	158	237.975
RUMHYD_03410	79	170	253	119	202.311	96	163	148	258.968
RUMHYD_03411	18	30	48	43	42	52	23	22	213.057
RUMHYD_03412	166	700	744	283	433	360	204.151	149	290.363
RUMHYD_03413	119	132	81	72	154	107	51.849	33	109.637
RUMHYD_03414	1	38	47	43	116	51	24	7	83
RUMHYD_03415	31	90	38	63.002	176	81	25	49	67
RUMHYD_03416	0	3	0	4.998	14	5	11	0	12
RUMHYD_03417	104	296	261	112	198	128	25	57	176
RUMHYD_03418	74	102	94	110	177	85	91	121	326
RUMHYD_03419	108	131	174	142	311	162	82.775	54	192.549
RUMHYD_03420	92	228	357	63	119	90	90.225	60	226.969
RUMHYD_03421	90	325	322	184	174	86	54	66	67.482
RUMHYD_03422	506	615	515	1652	1387	736	141	194	189
RUMHYD_03423	834	711	574	658	197	564	90	78	126.848
RUMHYD_03424	2425	2278	1853	4491	2664	3427	533	339	575.998
RUMHYD_03425	107	102	84	331	216.004	125	43	46	82.185
RUMHYD_03426	259	343	285	122	125.996	99	43	27	151.969
RUMHYD_03427	18	21	7	83	46	84	22	3	115
RUMHYD_03428	30	153	111	459	603	430	33	36	31
RUMHYD_03429	41	72	45	379	330	294	45	16	167
RUMHYD_03430	30	34	11	54	19	78	0	0	4
RUMHYD_03431	360	389.384	343	1960.259	1969.983	2170.341	129.845	75	66
RUMHYD_03432	148	293.921	124	1171.297	1374.827	1556.39	48.155	49	37
RUMHYD_03433	290	329.694	259	2096.495	2379.189	2470.269	82	42	65
RUMHYD_03434	457	366	325	932	833	1254	109	22	279
RUMHYD_03435	70.215	88	38	656.614	169.996	564.295	64	32.998	35
RUMHYD_03436	119.785	394	296	2516.389	953.004	2462.705	128	105.002	109
RUMHYD_03437	61	74	53	282	83	307	22	12	116
RUMHYD_03438	14	8	1	32.349	12	40	16	45	278
RUMHYD_03439	0	5	0	31.651	10	32	16	7	152
RUMHYD_03440	96	73.655	63.999	32.744	39.331	46.616	4	0	5.712
RUMHYD_03441	81	160.345	140.001	153.256	100.669	139.571	12	1	43.288
RUMHYD_03442	34	49	16	146	77	173.813	8	0	20
RUMHYD_03443	0	4	3	20	20	19	0	3	41.276
RUMHYD_03444	0	6	0	41	37	42	12	4	71.724
RUMHYD_03445	0	5	1	35	11	57	12	11	82
RUMHYD_03446	0	4	0	1	0	4	0	0	0
RUMHYD_03447	0	17	4	87	53	114	26	27	211.02
RUMHYD_03448	53	25	22	136	66	112	33	16	219.276
RUMHYD_03449	6	9	17	122	104	137	21	37	227.703
RUMHYD_03450	28	5	0	31	45	53	3	9	153
RUMHYD_03451	577	837	743	1143.003	436	1103	65	45	282.895
RUMHYD_03452	680	773	592	2051	858	2048	80	134	332.105
RUMHYD_03453	142	196	114	141	96	90	23	24	81
RUMHYD_03454	1679.995	1095	1259	1939	1101	1661	160	100	96.971
RUMHYD_03455	477.005	644	553	793.993	587	731	144	91	115.029
RUMHYD_03456	1020	229	175	267.013	143	422	17.017	31	13
RUMHYD_03457	1248	1845	1673	2281.994	1009	1845	144.983	74	247.722
RUMHYD_03458	438	400	481	290	63	302	54	28	137.278
RUMHYD_03459	5030	10213	9000	7428.223	7720	11345	654	527	523.28
RUMHYD_03460	1428	1418	1398	2336.188	1464	1678	310	208	215.401
RUMHYD_03461	1758	2018	1773	1893.979	1189	1714.977	671	351	451.318
RUMHYD_03462	47	298	133	303.021	57	227.023	73	50	113
RUMHYD_03463	564	634	562	2526	3549	3414	87	25	87
RUMHYD_03464	3044	3021	2333	7325.09	6179	9456.204	166	144	231
RUMHYD_03465	13963	12846	11118	3290.92	553	1372	918	308	409
RUMHYD_03466	3160.025	4801.336	2810.428	4809.599	6061.723	3724.176	845.315	436	432.729
RUMHYD_03467	1427.975	1312.664	735.572	2030.605	3068.741	1834.33	309.695	171.811	153.271
RUMHYD_03468	311	247	212	382.804	781.535	411.408	40.99	27.189	29
RUMHYD_03469	204	357	492	646	407	437	119	42	215
RUMHYD_03470	278420	173118	204022	24077.365	3563.985	9914.978	1063	624	886
RUMHYD_03471	43	84	76	282.635	176.015	264.022	30	22	220
RUMHYD_03472	0	4	0	1	0	2	0	0	14
RUMHYD_03473	0	0	0	3	0	0	0	3	12
RUMHYD_03474	19	19	33	190.488	177	222.063	3	27	85
RUMHYD_03475	32	35	26	348.943	142	322.937	9	17	67.34
RUMHYD_03476	107	136	77	617.569	450	571	59	28	243.66
RUMHYD_03477	271	252	143	441	231	276	55	23	210
RUMHYD_03478	767	799	708	1352	1121	1533	125	57	118.516
RUMHYD_03479	29	12	5	214	204	42	39	5	44.484
RUMHYD_03480	153	150	109	326	387	376	14	36	191
RUMHYD_03481	17	2	1	22	30	5	13	4	54.606
RUMHYD_03482	9	0	0	8	5	3	2	25	53.394
RUMHYD_03483	52	45	26	271.524	194	283	16	38	275.281
RUMHYD_03484	0	2	0	67.476	47	62	16	35	180.305
RUMHYD_03485	79	11	8	117	81	43	14	0	115.414
RUMHYD_03486	12	25	33	70	63	86	9	3	42
RUMHYD_03487	35	36	24	60	66	65	29	22	243
RUMHYD_03488	20	9	5	30	17	19	15	11	245
RUMHYD_03489	10	0	0	13	19	21	7	3	167
RUMHYD_03490	14	0	3	12	17	21	17	9	196
RUMHYD_03491	43	122	105	213	437	379	12	4	120.1
RUMHYD_03492	13	11	11	93	264	173	23	18	244.431
RUMHYD_03493	0	3	0	23	55	16	17	31	334.896
RUMHYD_03495	0	8	0	29	88	39	11	5	153.768
RUMHYD_03494	0	0	0	0	0	0	0	0	0
RUMHYD_03496	0	3	0	0	4	0	2	13	71.327
RUMHYD_03497	0	0	4	0	12	3	4	16	14.922
RUMHYD_03498	0	15	0	4	19	6	13	13	117.76
RUMHYD_03499	0	1	0	1	7	1	9	1	69.796
RUMHYD_03500	0	0	0	10	33	15	11	8	93.823
RUMHYD_03501	0	2	3	2	26	5	9	18	216.036
RUMHYD_03502	13	19	6	2	12	3	8	8	236.141
RUMHYD_03503	272	505	349.102	3321.662	8782.852	5002.428	337.98	180.557	136.499
RUMHYD_03504	1309	1513	1275.898	3962.338	8615.148	7524.572	490.02	314.443	250.501
RUMHYD_03505	3	33	3	32	10	18	0	0	0
RUMHYD_03507	0	0	0	0	0	0	0	0	19
RUMHYD_03506	0	43	28	190.439	52.098	150.145	9	15	23
RUMHYD_03508	71	26	8	157.561	11.902	67.855	3	5	17
RUMHYD_03509	0	2	0	5	0	4	0	0	0
RUMHYD_03510	28	13	9	71	19	34	23	34	122
RUMHYD_03511	43	95	95	233	123	163	30	30.426	310.363
RUMHYD_03512	12	24	66	62	36	41	12	24.574	150.98
RUMHYD_03513	138	111	114	382	133	253	41	20	162.657
RUMHYD_03514	112	250	120	513.002	174	326	46	25	161
RUMHYD_03515	206	156.775	145.538	413.551	196.048	351.223	13	15	79.593
RUMHYD_03516	36	108.225	54.462	425.447	104.952	230.777	9	10	31.407
RUMHYD_03517	334	341	185	886	316	579	40	24	110
RUMHYD_03518	801	883	691	295	69	167	47	29	299
RUMHYD_03519	12	27	11	47.001	11	32	1	9	4
RUMHYD_03520	1698	1282	854	8557.999	4758	6442	573	504	473
RUMHYD_03521	0	0	0	0	0	0	0	3	13
RUMHYD_03522	67	38	45	133	79	57	17	11	116
RUMHYD_03523	906	1283	1098	989.472	1148	1045	152	121	291
RUMHYD_03524	0	7	0	0	0	0	0	7	0
RUMHYD_03525	0	0	0	8	4	5	6	4	84.002
RUMHYD_03526	198	247	205	1021.001	806	949	134	77	298.598
RUMHYD_03527	142	53	75	464.999	390	295	68	35	167.4
RUMHYD_03528	20	0	0	11	2	9	0	0	0
RUMHYD_03529	751	1432	1009	509	652	814	120	29	166
RUMHYD_03530	0	0	0	0	0	0	3	0	0
RUMHYD_03531	27	13	9	33	18	18	12	7	84
RUMHYD_03532	8	19	7	60	46	32	6	3	6
RUMHYD_03533	9	29	10	48	40	56	0	0	0
RUMHYD_03534	123	351	235	6124	6217	7240	188	69	130
RUMHYD_03535	828	613	604	864	1403	532	153	89	198
RUMHYD_03536	0	0	2	0	0	0	0	0	0
RUMHYD_03537	194	78	66	124	37	77	8	1	8
RUMHYD_03538	9	0	0	2	0	1	0	0	5
RUMHYD_03539	366	252	133	366	137	242	42	24	36.256
RUMHYD_03540	9	9	16	29	14	4	3	10	65.744
RUMHYD_03541	43	28	27	33	9	4	6	7	78
RUMHYD_03542	1763	1670	1623	2090	217	1550	162	71	283
RUMHYD_03543	8292	9914	8238	5169	362	3253	278	181	343
RUMHYD_03544	291	140	213	456	43	63	34	33	193
RUMHYD_03545	46	144	56	51.404	46	76.868	0	0	0
RUMHYD_03546	1551	1723	1521	2545.596	3677	4111.132	218	199	304.646
RUMHYD_03547	350	375	313	1498	1191	1924	74	75	165.354
RUMHYD_03548	160	249	129	713.745	892.303	885.603	31	13	29
RUMHYD_03549	197	236	79	754.255	776.697	858.397	26	40	37
RUMHYD_03550	0	0	0	38	36	14	0	0	8
RUMHYD_03551	20	11	15	132	107	77	19	0	15
RUMHYD_03552	109	114	91	549	581	669	24	8	49.104
RUMHYD_03553	346	238	304	954	1248	1039	77	45	184.896
RUMHYD_03554	36	2	17	2	4	6	0	12	16
RUMHYD_03555	98.019	398	217.666	483.86	760.283	771.712	46.329	30	20.998
RUMHYD_03556	192.981	321	246.334	495.14	696.717	533.288	94.671	37	161.002
RUMHYD_03557	525	300	278	337	265	467	58	89	123
RUMHYD_03558	962	332	326	317	359	311	43	42	62
RUMHYD_03559	0	0	0	0	0	0	0	0	0
RUMHYD_03560	5	0	2	2	0	0	8	14	124
RUMHYD_03561	0	4	0	2	0	0	14	3	107
RUMHYD_03562	0	0	0	0	0	0	0	0	3
RUMHYD_03563	0	0	0	0	0	0	2	0	0
RUMHYD_03564	0	0	6	3	11	12	9	7	129
RUMHYD_03565	0	0	0	0	0	0	1	9	19
RUMHYD_03566	0	0	0	0	0	0	0	0	7
RUMHYD_03567	0	0	0	0	0	0	0	0	0
RUMHYD_03568	0	0	11	0	0	0	0	0	4
RUMHYD_03569	366	222	209	932	592	851.411	49	33	46
RUMHYD_03570	1029	952	674	5302.195	3645	4981.558	197	104	153
RUMHYD_03571	21	0	25	3.766	12	6	0	0	18
RUMHYD_03572	1001	699	790	182.234	124	262	37	3	131
RUMHYD_03573	2195	2138.401	1457.089	4354.013	1223.043	4452.588	152.302	63.095	151
RUMHYD_03574	2171	1842.599	1586.911	5985.987	1963.957	4938.412	219.698	181.905	303
RUMHYD_03575	65	46	30	166	122	123	13	3	163
RUMHYD_03576	2	0	2	8	11	1	0	1	2
RUMHYD_03577	910	1305	902	8401.089	12681.485	8902.603	555.846	386.514	407.601
RUMHYD_03578	1154.052	1984	1465.482	9055.471	12036.069	11194.02	473.154	323.488	214.399
RUMHYD_03579	1343.948	1826	1454.518	6505.447	8639.446	8555.98	439	296.998	243
RUMHYD_03580	2122	3311	3809	7305	5865.191	6194	384	395.899	349.906
RUMHYD_03581	681	1300	1126	3842	3318.001	4088	333	154.101	309.034
RUMHYD_03582	25	8	11	125	101	77	16	50	128.059
RUMHYD_03583	2568	2956	1947	9466	10374.368	12246	554	387	428.001
RUMHYD_03584	1277	2255	1514	5383	6012.632	4894	715	519	443
RUMHYD_03586	552	647	629	509	231	487	32	48	78
RUMHYD_03587	174	506	287	804	1082	1684	70	27	58
RUMHYD_03588	8	5	13	17	33	6	17	16	195
RUMHYD_03589	0	3	3	6	4	14	2	0	4
RUMHYD_03590	0	14	2	460	216	228	8	0	18
RUMHYD_03592	1470	1784	830	4018	2489	4509	208	204	193
RUMHYD_03593	28	8	23	117.71	85	102	9	22	69.001
RUMHYD_03594	189	88	104	357.29	313	436	24	13	71.593
RUMHYD_03595	152	113	63	347	273	386	28	14	115.403
RUMHYD_03596	13	18	40	90	98	105	12	15	33.003
RUMHYD_03597	0	24	32	115	59	59	3	1	44
RUMHYD_03598	145	135	50	89	82	217	8	8	20
RUMHYD_03599	77	49	27	49	14	24	120.281	27	21.061
RUMHYD_03600	18485	12929	11712	11679.894	2811	3152	5839.929	5610.06	5160.699
RUMHYD_03601	248.017	494.015	228.961	683.849	107.815	242	199.133	246.824	181.908
RUMHYD_03602	1159.983	1269.985	802.039	1913.653	583.185	455	408.656	534.116	445.343
RUMHYD_03603	12123	9723	7797	20893	5352	3308	12398.376	10880	10427.988
RUMHYD_03604	2079	2340	1955	978	248	343	697.624	528	435.006
RUMHYD_03605	222	186	76	341	153	64	456	124	151.994
RUMHYD_03606	53	29	61	99	39	25	89.278	65	85
RUMHYD_03607	15046	8171	5823	8314.016	3269	2003	7961.722	6266	4076
RUMHYD_03608	385	1180	509	1025	446	169	1354	471	580
RUMHYD_03609	1814.788	2982.195	2349.417	1658.267	797.197	797.582	2637.166	803.435	1141.6
RUMHYD_03610	27711.046	4154.074	5129.598	5483.177	2944.442	1037.142	14362.979	5000.012	6833.796
RUMHYD_03611	595.166	1895.731	846.985	3188.556	1551.361	803.275	4534.855	1567.553	2358.603
RUMHYD_03612	1448	1276	833	1450	571	162	2740	2105.043	1555.798
RUMHYD_03613	626	476	201	353	187	103	510	116.957	128.202
RUMHYD_03614	93187	107576.059	64323	77757.707	35936.839	19626.512	150259.812	45111	55873.95
RUMHYD_03615	1566	1159.941	187	1392.632	605.161	397.488	1406.186	388	399.05
RUMHYD_03616	1270	445	277	233.019	114.891	59	606.119	41	98
RUMHYD_03617	3552	1134	890	910.981	327.109	182	944.881	107	122
RUMHYD_03618	1117	684	675	1469	729	769	347	172	207
RUMHYD_03619	7007	7465	4639	13724.046	7960	11675	3847	1513	1598
RUMHYD_03620	5501	6703	4990	16875.209	14110.121	15232.304	1459	1049	653
RUMHYD_03621	398	497	314	1414.989	1162	2629	102	58	250
RUMHYD_03622	0	0	0	0	0	0	0	0	9
RUMHYD_03623	264	111	95	471	491	213	82	53	125.06
RUMHYD_03624	174	288	211	626	382	325	202	33	254.94
RUMHYD_03625	0	0	0	0	0	0	0	0	2
RUMHYD_03626	0	0	0	2	0	0	2	3	40
RUMHYD_03627	0	0	0	0	0	0	0	0	0
RUMHYD_03628	0	3	6	0	0	2	4	11	38.069
RUMHYD_03629	798	716	859	132	59	86	167	82	465.11
RUMHYD_03630	88	27	31	8	8	3	22	4	161.821
RUMHYD_03631	235	359	160	738	637	800	71	34	28
RUMHYD_03632	851	1417	1190	247	113	297	39	47	96.752
RUMHYD_03633	149	1220	901	156.007	71	163	22	13	66.248
RUMHYD_03634	0	2	0	25.993	0	21	0	18	32
RUMHYD_03635	92	155	95	354	304	433	17	36	174.335
RUMHYD_03636	20	42	55	217	99	120	40.477	25	264.665
RUMHYD_03637	0	0	0	0	0	0	0	0	3
RUMHYD_03638	0	15	6	34	46	44	9.523	31	198
RUMHYD_03639	28	38	29	22	52	67	15	22	110
RUMHYD_03640	53	110	38	225	307	296	14	7	24
RUMHYD_03641	10	9	11	13	11	30	6	15	102.958
RUMHYD_03642	0	12	0	15	10	15	4	29	288.042
RUMHYD_03643	0	1	0	3	9	9	3	6	120
RUMHYD_03644	0	0	0	0	3	0	0	6	0
RUMHYD_03645	667	504	395	1811	6721.275	3553	188	78	185
RUMHYD_03646	377	969	546	222.78	436	369	69	30	73.201
RUMHYD_03647	71	59	31	121	121	85	24	25	150.799
RUMHYD_03648	138	258.223	134	288	58	175	57	63	144
RUMHYD_03649	22	21.777	29	55	4	33	1	4	42
RUMHYD_03650	32	185	134	1223.522	2686.776	2007.619	83	54	51.998
RUMHYD_03651	236	738	381	2670.478	4137.224	3980.381	140	70	98.002
RUMHYD_03652	130	217	330	601.331	1904	131	151.005	74	142
RUMHYD_03653	717	727	1271.254	1495.188	5628.496	372	285.604	240.319	177
RUMHYD_03654	562.944	862.859	739.383	1785.206	6778.159	474.636	207.994	229.652	159.735
RUMHYD_03655	725.056	1447.141	972.364	2427.004	9922.342	668.364	519.879	289.484	224.265
RUMHYD_03656	1044	1478	1134	2874.025	8191.002	688	455.518	397.546	285
RUMHYD_03657	457	350	291	2738	1071	1038	116	65	240
RUMHYD_03658	2847	4308	2613	10948.068	6405	4416	704	360	472
RUMHYD_03659	1168	1167	638	10218.001	12692	10192.636	466	244	255
RUMHYD_03660	109	31	27	136	196.003	54	27	11	78.407
RUMHYD_03661	467	335	377	788	972	472	104	60	117.123
RUMHYD_03662	10	3	7	16	14	12	8.853	2	63.703
RUMHYD_03663	19	56	63	20	30	11	7.147	12	111.767
RUMHYD_03664	11	9	9	52.271	14	22	13	22	186
RUMHYD_03665	34	16	34	65.729	31	32	21	15	346
RUMHYD_03666	0	0	0	0	0	0	0	0	6
RUMHYD_03667	108	144	145	604	181	357	40	41	84
RUMHYD_03668	566	605	512	4518	2473	1871	416	226	262
RUMHYD_03669	56	88	180	38	44	9	48.205	31	263.638
RUMHYD_03670	7	25	31	0	0	0	3.795	0	68.362
RUMHYD_03671	517	627	391	2233	1099	2224	138	103	36
RUMHYD_03672	12368	10532	10185	15655.544	1919.526	20135	92	58	108
RUMHYD_03674	6014	4791	4066	24477.791	7120.474	19203	161	85	193
RUMHYD_03673	14	0	4	0	0	1	0	0	0
RUMHYD_03675	0	0	0	0	0	0	0	0	0
RUMHYD_03676	0	22	11	15	9	19	2	7	21
RUMHYD_03677	56	80	105	44	41	99	21	16	191.153
RUMHYD_03678	0	0	0	0	0	5	7	0	52.847
RUMHYD_03679	99	720	510	30	19	56	15	4	21
RUMHYD_03680	53	8	11	5	3	17	24	31	294
RUMHYD_03681	0	10	6	4	0	15	0	0	0
RUMHYD_03682	29680.178	36567.572	25244.87	14572.424	3095.602	28268.074	888	386	525.448
RUMHYD_03683	32350.822	25735.412	19128.13	19641.566	4923.398	38594.045	1381	821	555.552
RUMHYD_03684	0	2	11	39	9	7	7	4	84.365
RUMHYD_03685	39	9	6	24	6	19	10	29	122.904
RUMHYD_03686	69	75	83	309	119	266	22	19	130.731
RUMHYD_03687	147	242	182	803	1630	1240	47	36	34
RUMHYD_03688	12405	11528	11062	44773.428	17836.715	39419.481	742	585	550
RUMHYD_03689	18455	30183	25958.318	49511.774	25851.285	48239.04	1866	1536	1269
RUMHYD_03690	0	0	0	0	0	4	0	0	0
RUMHYD_03691	383	908	641	9993.998	11312.202	13915	162	88	61
RUMHYD_03692	1687	1577	1204	4298.997	3012.244	4129	146	109	193.054
RUMHYD_03693	3067	3006	2594	6048.457	5493.065	5619.113	626	428	476.946
RUMHYD_03694	1535	1492	1107	4421	7264.691	4268	474	325	440
RUMHYD_03695	11	0	2	2	4	5	0	0	3
RUMHYD_03696	0	0	0	0	0	0	0	0	1
RUMHYD_03697	46	40	18	149.587	97	114	9	5	14
RUMHYD_03698	72	255	251	491.804	331	295	34	18	99
RUMHYD_03699	617	478	503	1090.053	697.55	896	75	77	372
RUMHYD_03700	352	227	153	878.556	710.45	1009	54	52.007	99
RUMHYD_03701	1702	1968	1302	2571	2352	3414	254	240.993	354.681
RUMHYD_03702	12	32	30	139	71	168	40	41	285.647
RUMHYD_03703	0	15	23	4	2	13	1	2	6
RUMHYD_03704	11	51	24	116	35	179	9	4	42.672
RUMHYD_03705	284	344	234	1045	458	1086	24	42	158
RUMHYD_03706	39	22	17	40	24	37	13	8	186
RUMHYD_03707	0	0	0	0	0	0	0	0	0
RUMHYD_03708	69	18	40	120	137	126	14.455	20	305
RUMHYD_03709	31	15	6	114	94	126	12.545	17	254
RUMHYD_03710	16	0	1	50	48	60	1	13	91.992
RUMHYD_03711	7	8	19	90	87	117	23	36	194.008
RUMHYD_03712	55	37	9	297	409	287	15	25	155.97
RUMHYD_03713	0	0	0	3	4	0	0	4	18.03
RUMHYD_03714	0	8	0	31	52	23	6	13	52.787
RUMHYD_03715	0	0	0	0	0	0	0	0	0
RUMHYD_03716	0	6	0	1	6	4	7	12	112.001
RUMHYD_03717	0	2	0	29	26	8	11.474	31	403.212
RUMHYD_03718	36	16	23	72	94	46	36.526	39	222.365
RUMHYD_03719	0	5	3	3	2	1	0	0	26.635
RUMHYD_03721	25595	27060	17186	492143.867	452981.735	427261.401	20775	12789	7466
RUMHYD_03722	376	214	176	434	103	302.172	2	7	34
RUMHYD_03723	114	163	105	302	66	280.828	8	8	12
RUMHYD_03724	0	0	0	1	0	2	0	0	0
RUMHYD_03725	5533	5141	3300	6773.678	4770	5622	358	239	194
RUMHYD_03726	2369	1898	1632	6066.799	5282.607	5587	313	217	342
RUMHYD_03727	1603	729	950	983.043	510.211	503	33	32	97.39
RUMHYD_03728	679	626	556	1401.481	1119.789	700	149	87	118.245
RUMHYD_03729	254	183	71	1277	1275	444	89	73	145.366
RUMHYD_03730	2452	2725	1217	24775.483	22741.805	14789	918	478	475
RUMHYD_03731	1104	1071.591	531.555	781.832	1850.637	3378.664	189.016	202	248.312
RUMHYD_03732	1151	1005.409	810.445	1202.172	3059.435	4368.336	404.984	319	362.688
RUMHYD_03733	862	862	853	1268	3008.008	2937	268	260	205.235
RUMHYD_03734	1284	1624	1181	1325	2203.992	2236	537	415	360.765
RUMHYD_03735	601	284	285	510	143	254	47	56	139.998
RUMHYD_03736	3250	2843	2848	2029	603	1273	156	143	440.943
RUMHYD_03737	326	100	77	45	15	39	2	4.559	18.076
RUMHYD_03738	0	42	48	153	139	188	10	0	6
RUMHYD_03739	399	242	258	845	1390	1182	51	61	92
RUMHYD_03740	1666	1906	1200	10491.798	27219.669	9603	845	741	548
RUMHYD_03741	0	26	15	530	219	402	6	3	40
RUMHYD_03742	378	932	439	29418.79	14049.981	15709	547	336	315.871
RUMHYD_03743	3226	7635	3705	16294.399	6348.019	6773	712	393	319.129
RUMHYD_03744	977	1686	1056	7201	17309	13539	409	234	183
RUMHYD_03745	0	0	0	0	0	1	0	0	24
RUMHYD_03746	2710	3046	2064	8983.75	6605	12435.998	381	339	160
RUMHYD_03747	743	1168.996	741	5570.37	2363.904	5659.122	227	183	97
RUMHYD_03748	3630	4777.004	3787	20246.368	9124.096	28835.88	627	458	241
RUMHYD_03749	6	4	2	30	19	32	2	3	1
RUMHYD_03750	50	104	76	378	139	374	12	3	56
RUMHYD_03751	34	67	41	477	190	460	8	2	95
RUMHYD_03752	600	498	495	1366.002	954	1038	232	112	381.54
RUMHYD_03753	2380	2660	2859	5786.324	3951	5422	376	166	367.46
RUMHYD_03754	4206	5000	3408	16055.523	9992	14404	920	741	510
RUMHYD_03755	1191	1319	872	11066.428	6352	7191	317	303	537
RUMHYD_03756	3810	3508.997	2806.02	16801.114	8765.137	12977.746	409.001	367	509
RUMHYD_03757	938	1930.003	1425.98	3407.886	3319.276	4371.34	338.999	192	215
RUMHYD_03758	43	17	20	6	3	0	8	2	52
RUMHYD_03759	7553	10653	9227	10997.209	4365.576	9228	745	387	427
RUMHYD_03760	884	576	558	3178.984	829.424	2280	79	79	256
RUMHYD_03761	1882	1521	1760.141	7780.676	3266.316	4736.782	303.541	232	405.594
RUMHYD_03762	7896	12105	9259.859	12250.324	6825.684	12472.218	742.459	538	500.406
RUMHYD_03763	812.985	1374	785	5665.539	4692.852	8040.592	210.698	115	131.996
RUMHYD_03764	1141.015	6099	5063	6209.201	5584.253	11347.579	329.302	215	164.004
RUMHYD_03765	74	51	72	121	44	56	15	5	87.005
RUMHYD_03766	39	46	18	177	72	53	28	3	165.715
